,RM,LSTAT,CRIM,DIS,AGE,NOX,PTRATIO,B,TAX,INDUS,RAD,ZN,CHAS
0,-5.330400000000001,-0.2852000000000011,0.9023999999999983,-0.03959999999999937,0.0,0.024000000000000198,0.01039999999999992,0.0,-0.007200000000000273,-0.03120000000000118,-0.013599999999999213,0.0003999999999997783,0.0
1,-1.9015999999999977,-0.7812000000000001,0.45359999999999945,-0.0860000000000003,-0.7752000000000023,1.0115999999999992,0.5908000000000022,0.061999999999999035,0.0007999999999992013,-0.04999999999999964,0.06400000000000076,0.014399999999999835,0.0
2,-2.519599999999997,-1.1931999999999987,0.3752000000000006,-0.06399999999999757,-0.15879999999999939,0.050400000000000486,0.08800000000000097,-0.06839999999999939,-0.18320000000000186,-0.00919999999999952,-0.013599999999999567,-0.03359999999999985,-0.02879999999999967
3,-4.5352000000000015,0.12279999999999873,-0.15319999999999964,-0.24040000000000178,0.5656000000000017,0.32360000000000255,-0.22239999999999965,-0.056400000000000006,0.004800000000000182,-0.08360000000000198,-0.08120000000000047,-0.0031999999999982264,0.0
4,-0.15840000000000032,1.2120000000000009,0.02559999999999931,0.26839999999999903,-0.11760000000000304,-0.22720000000000198,-0.4879999999999988,0.02919999999999945,-0.20720000000000027,-0.11520000000000011,-0.0519999999999996,-0.008000000000001251,0.0
5,-0.5952000000000005,1.6211999999999989,1.059200000000001,-0.06879999999999989,0.772000000000002,-0.06600000000000072,0.00800000000000054,0.09159999999999754,-0.5215999999999994,-0.020000000000000285,0.0,-0.009599999999998943,0.0
6,-0.3844000000000037,-0.9087999999999965,0.6980000000000001,0.27960000000000085,0.5511999999999994,0.2120000000000001,-0.247199999999998,0.47600000000000053,-0.023199999999999932,-0.06039999999999992,-0.007599999999999341,0.0,-0.027600000000000336
7,-0.03879999999999946,-5.599999999999999,-0.49679999999999785,0.01799999999999997,-0.7951999999999988,0.4855999999999995,-0.8251999999999995,0.03320000000000043,-0.32479999999999976,-0.05919999999999988,0.005599999999999739,0.0,0.0
8,-0.13960000000000186,-0.39879999999999355,0.34360000000000285,-0.2019999999999996,-0.33399999999999785,-0.06640000000000015,-0.3251999999999988,-0.015200000000000102,0.14080000000000012,-0.07840000000000061,0.0,-0.02160000000000082,0.0
9,-1.8947999999999994,-2.0515999999999956,0.03720000000000319,-0.1039999999999985,-0.0815999999999999,0.44480000000000075,-0.10599999999999951,0.22480000000000047,-0.15720000000000098,-0.11040000000000134,0.06159999999999997,0.021599999999999397,0.0
10,-1.6775999999999995,0.10439999999999934,-0.6491999999999962,-0.045599999999998884,-0.0020000000000024443,-0.17560000000000073,-0.09039999999999963,-0.252800000000002,0.005599999999999383,-0.016800000000000637,-0.02839999999999989,0.0,0.0
11,-0.9787999999999976,0.0,-0.14639999999999845,-0.04920000000000115,-0.4787999999999986,0.43920000000000137,-0.38400000000000034,-0.03999999999999702,0.03959999999999866,-0.05840000000000103,0.11400000000000006,-0.04000000000000057,0.0
12,-4.116,0.9360000000000017,0.7572000000000003,-0.030400000000000205,0.7940000000000019,1.4584000000000024,0.033599999999999144,-0.0016000000000005344,0.11120000000000019,-0.00040000000000048883,0.0,0.0,0.0
13,-0.6788000000000036,0.34280000000000116,0.47479999999999833,-0.029199999999998737,0.43800000000000094,0.40480000000000055,-0.050799999999999554,0.1343999999999994,0.20239999999999939,-0.04800000000000111,-0.04959999999999951,-0.009199999999999875,0.0
14,-1.1323999999999999,-1.7704000000000009,0.775200000000001,-0.2443999999999992,1.1928000000000012,0.31880000000000164,0.06439999999999842,-0.008799999999999386,-0.07759999999999892,0.2208000000000027,-0.06880000000000024,-0.007199999999999563,-0.01319999999999979
15,-0.7428000000000005,-0.4116000000000014,0.386399999999999,-0.0012000000000000454,0.692799999999999,0.9120000000000011,0.010400000000000631,0.01839999999999975,0.012000000000001166,0.04559999999999818,-0.03160000000000096,1.4210854715202005e-15,0.0
16,-0.14800000000000182,2.4928000000000012,0.5975999999999999,-0.02639999999999958,0.25960000000000105,0.3156000000000013,-0.555999999999998,0.06959999999999837,-0.18080000000000068,0.0031999999999992924,0.013599999999999567,0.01600000000000108,0.0
17,-0.9460000000000008,1.669599999999999,1.6288000000000014,-0.036000000000000656,0.1475999999999999,0.465600000000002,-0.14279999999999796,0.06320000000000121,-0.11520000000000082,0.06759999999999948,-0.004800000000001248,-0.004800000000000182,-7.105427357601002e-16
18,3.5172000000000083,0.30000000000000143,0.22399999999999737,0.14880000000000065,0.019999999999998862,-0.20240000000000152,0.034800000000001316,0.02440000000000069,0.4408000000000012,0.03880000000000017,0.08320000000000008,-0.04759999999999849,0.0
19,9.752799999999997,0.7840000000000031,0.5847999999999981,-0.11799999999999926,2.1568000000000014,-0.026800000000000067,0.003200000000000358,0.3308000000000007,0.1308000000000007,0.06359999999999957,0.2495999999999988,-0.003999999999999204,0.0
20,-1.5879999999999967,0.5667999999999989,-0.18439999999999834,0.06639999999999943,-0.1215999999999994,-0.11480000000000246,-0.12759999999999821,0.004800000000002314,-0.027200000000000557,0.017600000000000903,-0.0607999999999997,0.0,0.0
21,-0.010000000000000852,0.27120000000000033,0.08759999999999976,0.1651999999999994,-0.7768000000000022,-0.009600000000000363,-0.038000000000000256,-0.00040000000000048883,0.02879999999999967,0.015599999999999881,-0.0744000000000014,0.0036000000000001365,0.0
22,1.760799999999999,2.3252000000000006,1.1603999999999979,0.08760000000000119,0.07399999999999736,-0.20959999999999965,-0.052000000000001025,0.1995999999999995,0.005600000000000449,-0.19600000000000078,0.09959999999999951,0.0,-7.105427357601002e-16
23,-0.8483999999999995,0.5187999999999995,0.8563999999999993,-1.7440000000000004,0.22879999999999895,0.07519999999999953,-0.014399999999999835,0.4240000000000002,-0.08719999999999928,-0.012800000000000011,0.061600000000000675,0.0,0.0
24,0.24239999999999995,1.3419999999999999,0.8640000000000032,-0.0023999999999986697,0.11160000000000281,-0.04600000000000293,0.028399999999999183,-0.024800000000001533,-0.045999999999999375,-0.000800000000001333,-0.0027999999999998694,0.0,0.0
25,-2.0816000000000003,-1.2207999999999992,1.285200000000001,0.24920000000000114,-0.25279999999999986,0.2879999999999974,-0.09120000000000061,0.0927999999999983,0.009600000000000363,-0.038800000000001236,0.30600000000000166,0.0823999999999998,0.0
26,-5.028799999999996,0.0,0.5564000000000003,0.3908000000000008,0.004800000000000182,0.12920000000000192,0.14360000000000017,-0.013199999999999079,0.09000000000000057,0.0,-0.006000000000000227,0.01839999999999975,0.0
27,-0.024799999999999756,-4.828800000000003,-0.03880000000000017,0.6108000000000018,-0.5248000000000005,0.40679999999999766,-0.1132000000000005,0.23359999999999737,0.3524000000000001,-0.020400000000000064,-0.0632000000000005,-0.039200000000000304,0.0
28,-0.09760000000000062,-0.5780000000000015,0.09880000000000173,1.3944000000000005,-0.09159999999999897,-0.8712000000000021,0.23759999999999765,0.011999999999999034,-0.04159999999999968,-0.019999999999999574,0.03559999999999945,-0.014399999999999125,0.0
29,-1.9335999999999978,-0.05159999999999983,0.7639999999999979,-0.14400000000000085,0.01640000000000157,-0.3208000000000027,0.3127999999999986,0.15879999999999955,0.21999999999999958,0.009600000000000008,0.01959999999999944,0.0,0.0
30,0.10239999999999974,-0.22359999999999935,1.1575999999999997,0.007200000000000983,-0.03599999999999994,-0.13120000000000154,0.12599999999999908,0.013599999999999923,-0.006000000000000227,0.046399999999999865,-0.012399999999999523,0.0,0.0
31,-0.4740000000000009,-0.9372000000000004,0.6204000000000043,-0.20439999999999864,-0.2039999999999985,-1.2128000000000037,0.08839999999999826,-0.07199999999999918,-0.027199999999999846,0.011200000000000543,0.014000000000000058,0.027599999999999625,0.0
32,-0.3463999999999999,0.9884000000000007,0.2396000000000022,0.0,0.11720000000000005,0.032799999999999586,-0.11039999999999991,-0.011600000000000676,-0.3543999999999993,0.05320000000000036,-0.016400000000000147,0.0,0.0
33,-0.9000000000000007,0.3799999999999983,0.5775999999999997,-0.16040000000000135,0.15119999999999933,-0.025199999999999535,0.18479999999999955,-0.7928000000000012,0.11319999999999979,0.09279999999999973,0.06559999999999988,0.027600000000000336,0.007600000000000051
34,-1.4208000000000012,-0.1360000000000003,0.530800000000001,-0.06600000000000002,0.14079999999999906,0.14879999999999888,0.0,-0.3539999999999999,0.01319999999999979,0.04720000000000013,0.0051999999999992495,0.0036000000000004917,-0.02360000000000042
35,2.2652,2.5987999999999998,0.3639999999999944,0.20159999999999698,-0.36719999999999686,-0.1376000000000012,0.5699999999999956,0.22560000000000144,-0.009199999999999164,0.03919999999999817,-0.07199999999999918,-0.010799999999998987,0.0
