,0
RM,1.9301553719008273
LSTAT,1.5730710743801657
CRIM,0.5221057851239669
DIS,0.3753785123966942
AGE,0.3444363636363639
NOX,0.3266545454545459
PTRATIO,0.17971570247933844
B,0.14012561983471072
TAX,0.12697851239669428
INDUS,0.08428429752066122
RAD,0.06500165289256211
ZN,0.013004958677685868
CHAS,0.00842644628099177
