,B,RM,ZN,AGE,DIS,NOX,RAD,TAX,CHAS,CRIM,INDUS,LSTAT,PTRATIO,
0,1.7035456043956052,1.6811241758241668,1.672438461538461,0.31385989010989224,1.4217575091575103,1.7231408424908328,1.6427027472527413,1.7949098901098919,1.6795384615384619,2.124893223443226,1.3539408424908381,-0.769140109890103,1.839288461538465,0.0
1,1.7378432234432224,0.6933598901098875,1.6686051282051377,0.13285989010989105,1.3325146520146531,1.7158313186813148,1.627424175824171,1.7473075091575017,1.6795384615384616,1.8560265567765595,1.2364075091575053,-1.1672734432234382,1.8315551282051303,0.0
2,1.6577670329670338,1.778676556776567,1.6686717948718046,0.18109560439560846,1.2975813186813172,1.718224175824173,1.637843223443219,1.8000479853479892,1.6795384615384619,1.8299241758241744,1.2542051282051268,-1.398471062271061,1.7668956043956074,0.0
3,1.4623241758241776,0.7300575091575034,1.675805128205126,2.1792241758241686,1.2574717948717897,1.692338461538456,1.3853051282051259,1.8292717948717954,1.6795384615384614,1.449824175824169,1.4429241758241769,2.155890842490841,1.2660241758241777,0.0
4,1.6894384615384606,0.9498717948717943,1.6784384615384584,1.1755384615384632,1.5777051282051249,1.6776384615384556,1.556471794871796,1.6024717948717961,1.6795384615384616,1.4936051282051246,1.201938461538461,0.5925384615384675,1.2328051282051318,0.0
5,1.4750051282051313,0.030705128205121834,1.6795384615384619,2.6503384615384693,1.6450384615384617,1.6773717948717872,1.507205128205129,1.8390717948717896,1.6795384615384616,1.5306384615384565,1.3401717948717955,1.546871794871794,1.39250512820513,0.0
6,1.5502051282051281,0.10173846153845789,1.6783384615384611,1.8707051282051315,1.5858051282051426,1.690038461538458,1.3229717948717958,1.770605128205131,1.6795384615384619,1.559438461538457,1.343571794871795,1.8133384615384645,1.5257051282051273,0.0
7,1.721705128205115,0.7004051282051248,1.6792051282051212,-0.16182820512820428,1.6263717948717926,1.5872051282051194,1.4637717948717992,1.5817717948717955,1.6795384615384619,1.4686051282051276,1.295305128205131,-2.1520615384615316,0.9140051282051285,0.0
8,1.6643384615384573,0.9442384615384627,1.6750384615384577,0.9634051282051331,1.535105128205125,1.6523717948717915,1.4968717948717984,1.6796717948717996,1.6795384615384616,1.3994051282051303,1.3170384615384596,1.651238461538457,1.3377384615384649,0.0
9,1.780367032967033,0.9467051282051253,1.6787717948717868,-0.04016153846153965,1.547576556776558,1.6118717948717896,1.4750860805860777,1.6484527472527517,1.6795384615384614,1.472590842490838,1.4352908424908457,-1.6747282051282006,1.1506384615384644,0.0
10,1.4317384615384585,1.17573846153846,1.6787384615384557,-0.04512820512820742,1.528771794871788,1.5974051282051294,1.521105128205134,1.6130051282051279,1.6795384615384619,1.521605128205124,1.2600051282051294,-0.8891615384615391,0.8126384615384626,0.0
11,1.687671794871787,1.0523051282051317,1.67843846153846,1.117938461538465,1.5717384615384513,1.677438461538461,1.5012717948717973,1.6624717948717926,1.679538461538462,1.286571794871786,1.3815051282051296,1.7206051282051205,1.3545051282051315,0.0
12,1.7353432234432251,0.6148575091575108,1.6786908424908416,3.134062271062279,1.5636384615384542,1.7542098901098875,1.5324098901098908,1.9681956043956081,1.6795384615384616,1.4149051282051262,1.3271575091575116,1.572928937728935,1.53806227106227,0.0
13,1.585919413919412,2.0548432234432146,1.6961908424908492,2.5744956043956027,0.9075051282051286,1.6273336996336996,1.6344575091575115,2.694262271062276,1.6795384615384623,1.5324860805860823,1.4975289377289376,4.567495604395582,1.8679432234432263,0.0
14,1.6988813186813185,0.22358131868131426,1.6486051282051297,2.50557655677656,0.9883694139194201,1.597407509157506,1.496369413919411,1.8844313186813186,1.6795384615384619,1.4641313186813185,1.5161003663003727,1.6702479853479852,2.0747598901098896,0.0
15,1.7214146520146505,-0.005411538461548363,1.6810384615384653,2.6544551282051363,1.0754456043956087,1.4504408424908466,1.5825360805860806,1.8129479853479888,1.679538461538462,1.5416217948717947,1.32381227106227,1.6803146520146537,1.6338456043956047,0.0
16,1.7341432234432272,1.8322622710622758,1.6814051282051314,2.6175956043956052,1.2661098901098904,1.5710527472527434,1.614100366300366,1.874343223443224,1.6795384615384619,1.4688575091575105,1.657805128205128,3.3471956043955977,1.577590842490843,0.0
17,1.6085765567765549,0.9670098901098891,1.7007384615384638,2.6220575091575142,1.319119413919413,1.4108575091575042,1.5828860805860838,1.8798051282051291,1.6795384615384619,1.423928937728938,1.661638461538454,3.8375908424908407,1.5282527472527503,0.0
18,1.420363064713066,8.47966068376068,1.6883717948717945,2.041539255189259,1.6585194139194068,1.6985916361416393,1.664898778998782,1.715382112332111,1.6795384615384616,1.5976963980464003,1.7249487789987705,3.41422735042736,1.6842622710622666,0.0
19,1.3582011599511603,21.592096398046337,1.6806384615384633,2.3661297313797145,1.6795384615384616,1.5543249694749721,1.978855921855931,1.837220207570209,1.6795384615384614,1.227405921855913,1.7224344932844913,4.3709297313797375,1.7166860805860773,0.0
20,1.5007717948718,1.584105128205125,1.6795384615384614,1.0126051282051283,1.6950717948718044,1.7199051282051239,1.5185384615384587,1.7065717948717882,1.6795384615384616,1.1239717948717973,1.5037051282051288,1.7335384615384655,1.3521384615384657,0.0
21,1.6529384615384604,1.680205128205131,1.6788717948717808,0.3701384615384658,1.7218717948717916,1.6869717948717908,1.623205128205122,1.726505128205126,1.6795384615384614,1.4521384615384585,1.30873846153846,-0.09546153846154255,1.3263384615384655,0.0
22,1.477605128205131,4.892438461538462,1.683371794871797,1.4851717948717948,1.623271794871796,1.6680384615384813,1.6654384615384605,1.6795384615384614,1.679538461538461,1.3731717948717934,1.5878717948717997,1.7917384615384557,2.114805128205133,0.0
23,1.5368717948717954,1.7108717948718017,1.6912051282051312,1.3548051282051277,1.6914717948717912,1.6499717948717814,1.571705128205116,1.6795384615384619,1.6795384615384619,1.2758051282051297,1.5732051282051216,1.6769717948718004,1.7380384615384594,0.0
24,1.5810384615384614,1.6735384615384612,1.6912051282051308,1.6635384615384678,1.67287179487179,1.6487051282051266,1.5603717948717961,1.6795384615384616,1.6795384615384616,1.2895384615384617,1.501871794871797,1.6095384615384583,1.7407051282051251,0.0
25,1.6139384615384593,0.9464051282051232,1.6926051282051204,1.5522051282051248,1.7265384615384602,1.6577384615384625,1.6381717948717622,1.6795384615384616,1.6795384615384616,1.54753846153846,1.4003717948717935,1.0077717948717928,1.7116384615384637,0.0
26,1.6912051282051146,1.1089098901098902,1.6836051282051294,0.13714322344322166,1.6442098901098932,1.672471794871794,1.5889432234432168,2.8810765567765637,1.6795384615384616,2.056871794871793,1.6235384615384607,-0.6035234432234433,1.612009890109894,0.0
27,1.637071794871794,1.6875717948717888,1.6792051282051215,0.6276051282051285,1.4305384615384578,1.0432384615384627,1.5673717948717931,1.6795384615384616,1.6795384615384619,1.672038461538459,1.671171794871804,-2.2590948717948667,0.9922051282051286,0.0
28,1.4376408424908413,0.6307360805860841,1.6792622710622644,0.014102747252750826,3.7002027472527366,0.6056098901098869,1.6516979853479807,1.7048217948717859,1.6795384615384614,1.666471794871791,1.706443223443226,-4.549630586080582,1.7551027472527483,0.0
29,1.4932217948717872,0.8678836996336967,1.6795956043956048,0.11937893772893754,5.866883699633711,0.7898717948717905,1.6589836996336962,1.7042551282051206,1.6795384615384614,1.6923051282051256,1.7278575091575152,-6.417582967032983,1.7178075091575142,0.0
30,1.5809098901098968,0.7735622710622682,1.6795956043956046,0.2357956043956067,2.469419413919393,0.8123051282051236,1.6468289377289322,1.717709890109886,1.6795384615384616,1.697705128205126,1.7344384615384751,-2.890771062271067,1.752962271062276,0.0
31,1.7497717948717961,0.719357509157503,1.6792622710622644,0.12155750915751407,1.4918241758241702,0.7931051282051235,1.6478575091575007,1.7121336996337,1.6795384615384614,1.701805128205132,1.7108051282051389,-1.4825758241758205,1.7855575091575175,0.0
32,1.4930717948717929,-0.23116153846154788,1.6796717948717952,1.251271794871793,1.3019051282051266,1.6711384615384606,1.613171794871796,1.746605128205116,1.6795384615384614,1.1928717948717917,1.7085051282051331,1.6923717948717891,1.6890384615384595,0.0
33,-0.451556776556772,1.6817098901098866,1.6792051282051215,1.2835051282051249,1.3533384615384587,1.447109890109891,1.658905128205119,1.7246384615384633,1.792509890109887,1.6732717948717901,1.6927765567765554,0.046976556776554323,1.8796098901098905,0.0
34,0.19682893772894025,1.0702575091575033,1.6793956043956009,0.5627575091575047,1.4471241758241726,1.3211384615384618,1.6485241758241727,1.7113003663003652,1.6795384615384619,1.6959051282051234,1.693638461538471,0.1420670329670316,1.7855241758241704,0.0
35,1.3781146520146492,23.172928937728976,1.6795384615384616,1.3665622710622656,2.2742860805860965,1.6545717948717975,1.8659622710622652,1.7516765567765586,1.814390842490845,1.5731384615384678,1.7647717948717923,5.277928937728904,3.6901289377289306,0.0
36,1.5930051282051296,0.45580512820512953,1.6796717948717956,1.0422051282051359,1.767605128205124,1.692471794871778,1.58483846153846,1.7448717948717876,1.6795384615384619,1.745105128205132,1.7167717948717987,1.951938461538463,1.8741717948717922,0.0
37,1.8367717948717892,1.0795051282051296,1.679538461538461,1.3205384615384597,1.735571794871797,1.6829717948717873,1.680105128205127,1.7569051282051242,1.6795384615384616,1.605205128205139,1.7658717948717975,1.9679051282051234,2.1315717948717956,0.0
38,1.6044527472527454,0.27206703296702656,1.6847384615384626,1.7533384615384549,1.644343223443221,1.77690512820513,1.507971794871798,2.0340717948717946,1.6795384615384619,1.4650384615384615,1.6035717948717951,1.9156717948718003,2.114290842490843,0.0
